id,ts,side,entry_price,stake,shares,ob_shares,signal,delta,p_model,confidence,window_start,market_slug,pnl,result,outcome,resolved_ts,session_id
11271,2026-07-01T11:18:44.742881+00:00,YES,0.52,100.0,190.75,7280.0,BUY YES,28.59,0.7845752642760659,0.7845752642760659,2026-07-01T11:15:00+00:00,KXBTC15M-26JUL010730-30,-100.0,LOSS,DOWN,2026-07-01T11:30:28.847223+00:00,live_yest
11272,2026-07-01T11:18:44.743236+00:00,YES,0.52,100.0,190.75,7280.0,BUY YES,28.59,0.7845752642760659,0.7845752642760659,2026-07-01T11:15:00+00:00,KXBTC15M-26JUL010730-30,-100.0,LOSS,DOWN,2026-07-01T11:30:29.010535+00:00,s_third
11273,2026-07-01T11:18:45.466491+00:00,YES,0.52,100.0,190.75,7280.0,BUY YES,30.0,0.796011599130251,0.796011599130251,2026-07-01T11:15:00+00:00,KXBTC15M-26JUL010730-30,-100.0,LOSS,DOWN,2026-07-01T11:30:28.689152+00:00,live_today
11274,2026-07-01T11:18:47.916700+00:00,YES,0.63,100.0,157.37,3125.0,BUY YES (EV=+0.305 pc=0.82),32.76,0.8223,0.8223,2026-07-01T11:15:00+00:00,KXBTC15M-26JUL010730-30,-100.0,LOSS,DOWN,2026-07-01T11:30:28.057087+00:00,f2_caley
11275,2026-07-01T11:18:58.479854+00:00,YES,0.7,100.0,141.75,5020.0,BUY YES (EV=+0.297 pc=0.91),49.98,0.90785,0.90785,2026-07-01T11:15:00+00:00,KXBTC15M-26JUL010730-30,-100.0,LOSS,DOWN,2026-07-01T11:30:29.245170+00:00,f4_ml_ev
11276,2026-07-01T11:19:30.491416+00:00,YES,0.57,100.0,173.94,6731.0,BUY YES,30.17,0.8137135073854309,0.8137135073854309,2026-07-01T11:15:00+00:00,KXBTC15M-26JUL010730-30,-100.0,LOSS,DOWN,2026-07-01T11:30:28.437991+00:00,f6_wait270
11277,2026-07-01T11:23:06.763288+00:00,NO,0.6799999999999999,10.0,14.59,1537.0,BUY NO,-21.44,1.0,1.0,2026-07-01T11:15:00+00:00,KXBTC15M-26JUL010730-30,4.59,WIN,DOWN,2026-07-01T11:30:27.928515+00:00,s1
11278,2026-07-01T11:33:00.385770+00:00,YES,0.55,100.0,180.29,1316.0,BUY YES,20.0,0.6975546541130935,0.6975546541130935,2026-07-01T11:30:00+00:00,KXBTC15M-26JUL010745-45,-100.0,LOSS,DOWN,2026-07-01T11:45:11.828129+00:00,live_yest
11279,2026-07-01T11:33:00.386374+00:00,YES,0.55,100.0,180.29,1316.0,BUY YES,20.0,0.6975546541130935,0.6975546541130935,2026-07-01T11:30:00+00:00,KXBTC15M-26JUL010745-45,-100.0,LOSS,DOWN,2026-07-01T11:45:11.986967+00:00,s_third
11280,2026-07-01T11:33:14.712132+00:00,YES,0.52,100.0,190.75,1270.0,BUY YES (EV=+0.581 pc=0.82),24.31,0.8223,0.8223,2026-07-01T11:30:00+00:00,KXBTC15M-26JUL010745-45,-100.0,LOSS,DOWN,2026-07-01T11:45:33.640239+00:00,f2_caley
11281,2026-07-01T11:33:14.718391+00:00,YES,0.52,100.0,190.75,1270.0,BUY YES (EV=+0.241 pc=0.65),24.31,0.64539,0.64539,2026-07-01T11:30:00+00:00,KXBTC15M-26JUL010745-45,-100.0,LOSS,DOWN,2026-07-01T11:45:12.211136+00:00,f4_ml_ev
11282,2026-07-01T11:34:05.531944+00:00,NO,0.78,10.0,12.75,4040.0,BUY NO,-30.0,1.0,1.0,2026-07-01T11:30:00+00:00,KXBTC15M-26JUL010745-45,2.75,WIN,DOWN,2026-07-01T11:45:33.286203+00:00,s1
11283,2026-07-01T11:34:05.534731+00:00,NO,0.78,100.0,127.47,4040.0,BUY NO,-30.0,0.8034613313862091,0.8034613313862091,2026-07-01T11:30:00+00:00,KXBTC15M-26JUL010745-45,27.47,WIN,DOWN,2026-07-01T11:45:33.854838+00:00,f5_hourofi
11284,2026-07-01T11:34:05.535285+00:00,NO,0.78,100.0,127.47,4040.0,BUY NO,-30.0,0.8034613313862091,0.8034613313862091,2026-07-01T11:30:00+00:00,KXBTC15M-26JUL010745-45,27.47,WIN,DOWN,2026-07-01T11:45:34.323157+00:00,live_today
11285,2026-07-01T11:34:30.600543+00:00,NO,0.8200000000000001,100.0,121.41,4017.0,BUY NO,-38.01,0.8697760408487982,0.8697760408487982,2026-07-01T11:30:00+00:00,KXBTC15M-26JUL010745-45,21.41,WIN,DOWN,2026-07-01T11:45:34.028212+00:00,f6_wait270
11286,2026-07-01T11:48:33.691388+00:00,NO,0.54,10.0,18.36,1198.0,BUY NO,-28.0,1.0,1.0,2026-07-01T11:45:00+00:00,KXBTC15M-26JUL010800-00,8.36,WIN,DOWN,2026-07-01T12:00:41.359501+00:00,s1
11287,2026-07-01T11:48:33.701153+00:00,NO,0.54,100.0,183.64,1198.0,BUY NO,-28.0,0.7816753867908123,0.7816753867908123,2026-07-01T11:45:00+00:00,KXBTC15M-26JUL010800-00,83.64,WIN,DOWN,2026-07-01T12:00:41.858205+00:00,f5_hourofi
